集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,07,福島県,J,金融業，保険業,35～39歳,31.99,120.56,504.44
2021,07,福島県,J,金融業，保険業,40～44歳,33.27,111.96,511.2
2021,07,福島県,J,金融業，保険業,45～49歳,39.11,123.86,593.18
2021,07,福島県,J,金融業，保険業,50～54歳,43.48,160.08,681.84
2021,07,福島県,J,金融業，保険業,55～59歳,38.65,100.93,564.73
2021,07,福島県,J,金融業，保険業,60～64歳,30.29,61.56,425.04
2021,07,福島県,J,金融業，保険業,65～69歳,28.66,89.6,433.52
2021,07,福島県,J,金融業，保険業,70歳～,18.49,116.98,338.86
2021,07,福島県,K,不動産業，物品賃貸業,年齢計,27.99,73.78,409.66
2021,07,福島県,K,不動産業，物品賃貸業,～19歳,16.02,10.82,203.06
2021,07,福島県,K,不動産業，物品賃貸業,20～24歳,20.84,35.1,285.18
2021,07,福島県,K,不動産業，物品賃貸業,25～29歳,22.46,60.3,329.82
2021,07,福島県,K,不動産業，物品賃貸業,30～34歳,26.05,73.15,385.75
2021,07,福島県,K,不動産業，物品賃貸業,35～39歳,27.05,70.69,395.29
2021,07,福島県,K,不動産業，物品賃貸業,40～44歳,28.44,78.28,419.56
2021,07,福島県,K,不動産業，物品賃貸業,45～49歳,32.38,99.39,487.95
2021,07,福島県,K,不動産業，物品賃貸業,50～54歳,34.09,98.65,507.73
2021,07,福島県,K,不動産業，物品賃貸業,55～59歳,32.07,102.97,487.81
2021,07,福島県,K,不動産業，物品賃貸業,60～64歳,27.32,42.17,370.01
2021,07,福島県,K,不動産業，物品賃貸業,65～69歳,23.65,21.9,305.7
2021,07,福島県,K,不動産業，物品賃貸業,70歳～,18.46,20.29,241.81
2021,07,福島県,L,学術研究，専門・技術サービス業,年齢計,29.19,98.99,449.27
2021,07,福島県,L,学術研究，専門・技術サービス業,～19歳,15.67,19.03,207.07
2021,07,福島県,L,学術研究，専門・技術サービス業,20～24歳,19.83,39.16,277.12
2021,07,福島県,L,学術研究，専門・技術サービス業,25～29歳,23.23,59.24,338
2021,07,福島県,L,学術研究，専門・技術サービス業,30～34歳,26.72,94.58,415.22
2021,07,福島県,L,学術研究，専門・技術サービス業,35～39歳,28.26,102.42,441.54
2021,07,福島県,L,学術研究，専門・技術サービス業,40～44歳,31.94,119.85,503.13
2021,07,福島県,L,学術研究，専門・技術サービス業,45～49歳,31.88,107.09,489.65
2021,07,福島県,L,学術研究，専門・技術サービス業,50～54歳,35.87,147.39,577.83
2021,07,福島県,L,学術研究，専門・技術サービス業,55～59歳,36.8,155.96,597.56
2021,07,福島県,L,学術研究，専門・技術サービス業,60～64歳,31.38,82.53,459.09
2021,07,福島県,L,学術研究，専門・技術サービス業,65～69歳,34.33,94.83,506.79
2021,07,福島県,L,学術研究，専門・技術サービス業,70歳～,25.83,42.98,352.94
2021,07,福島県,M,宿泊業，飲食サービス業,年齢計,21.6,19.75,278.95
2021,07,福島県,M,宿泊業，飲食サービス業,～19歳,16.63,1.7,201.26
2021,07,福島県,M,宿泊業，飲食サービス業,20～24歳,18.66,12.17,236.09
2021,07,福島県,M,宿泊業，飲食サービス業,25～29歳,21.29,24.86,280.34
2021,07,福島県,M,宿泊業，飲食サービス業,30～34歳,21.58,22.57,281.53
2021,07,福島県,M,宿泊業，飲食サービス業,35～39歳,23.78,31,316.36
2021,07,福島県,M,宿泊業，飲食サービス業,40～44歳,22.48,16.21,285.97
2021,07,福島県,M,宿泊業，飲食サービス業,45～49歳,23.62,27.51,310.95
2021,07,福島県,M,宿泊業，飲食サービス業,50～54歳,23.57,14.74,297.58
2021,07,福島県,M,宿泊業，飲食サービス業,55～59歳,23.35,28.57,308.77
2021,07,福島県,M,宿泊業，飲食サービス業,60～64歳,19.36,13.21,245.53
2021,07,福島県,M,宿泊業，飲食サービス業,65～69歳,18.71,13.41,237.93
2021,07,福島県,M,宿泊業，飲食サービス業,70歳～,21.63,8.38,267.94
2021,07,福島県,N,生活関連サービス業，娯楽業,年齢計,23.95,35.58,322.98
2021,07,福島県,N,生活関連サービス業，娯楽業,～19歳,16.65,1.27,201.07
2021,07,福島県,N,生活関連サービス業，娯楽業,20～24歳,18.14,10.59,228.27
2021,07,福島県,N,生活関連サービス業，娯楽業,25～29歳,21.37,29.01,285.45
2021,07,福島県,N,生活関連サービス業，娯楽業,30～34歳,23.27,39.8,319.04
2021,07,福島県,N,生活関連サービス業，娯楽業,35～39歳,25.4,45.97,350.77
2021,07,福島県,N,生活関連サービス業，娯楽業,40～44歳,28.97,42.44,390.08
2021,07,福島県,N,生活関連サービス業，娯楽業,45～49歳,27.76,47.39,380.51
2021,07,福島県,N,生活関連サービス業，娯楽業,50～54歳,23.01,29.56,305.68
2021,07,福島県,N,生活関連サービス業，娯楽業,55～59歳,22.99,28.9,304.78
2021,07,福島県,N,生活関連サービス業，娯楽業,60～64歳,21.1,30.22,283.42
2021,07,福島県,N,生活関連サービス業，娯楽業,65～69歳,20.94,32.62,283.9
2021,07,福島県,N,生活関連サービス業，娯楽業,70歳～,20.55,0,246.6
2021,07,福島県,O,教育，学習支援業,年齢計,32,87.92,471.92
2021,07,福島県,O,教育，学習支援業,～19歳,18.35,29.82,250.02
2021,07,福島県,O,教育，学習支援業,20～24歳,19.71,34.1,270.62
2021,07,福島県,O,教育，学習支援業,25～29歳,24.81,69.52,367.24
2021,07,福島県,O,教育，学習支援業,30～34歳,29.31,65.34,417.06
2021,07,福島県,O,教育，学習支援業,35～39歳,30.71,82.54,451.06
2021,07,福島県,O,教育，学習支援業,40～44歳,34.24,101.73,512.61
2021,07,福島県,O,教育，学習支援業,45～49歳,34.94,106.7,525.98
2021,07,福島県,O,教育，学習支援業,50～54歳,40.25,123.25,606.25
2021,07,福島県,O,教育，学習支援業,55～59歳,37.96,126.63,582.15
2021,07,福島県,O,教育，学習支援業,60～64歳,40.11,95.37,576.69
2021,07,福島県,O,教育，学習支援業,65～69歳,28.51,58.03,400.15
2021,07,福島県,O,教育，学習支援業,70歳～,26.04,40.97,353.45
2021,07,福島県,P,医療，福祉,年齢計,28.38,72.7,413.26
2021,07,福島県,P,医療，福祉,～19歳,15.18,0,182.16
2021,07,福島県,P,医療，福祉,20～24歳,20.38,32.79,277.35
2021,07,福島県,P,医療，福祉,25～29歳,23.12,56.48,333.92
2021,07,福島県,P,医療，福祉,30～34歳,28.43,61.61,402.77
2021,07,福島県,P,医療，福祉,35～39歳,27.56,75.24,405.96
2021,07,福島県,P,医療，福祉,40～44歳,27.03,75.56,399.92
2021,07,福島県,P,医療，福祉,45～49歳,32.09,92.16,477.24
2021,07,福島県,P,医療，福祉,50～54歳,31.27,98.33,473.57
2021,07,福島県,P,医療，福祉,55～59歳,30.05,94.27,454.87
2021,07,福島県,P,医療，福祉,60～64歳,29.07,55.23,404.07
2021,07,福島県,P,医療，福祉,65～69歳,60.7,30.19,758.59
2021,07,福島県,P,医療，福祉,70歳～,20.73,33.37,282.13
2021,07,福島県,Q,複合サービス事業,年齢計,27.32,72.56,400.4
2021,07,福島県,Q,複合サービス事業,～19歳,16.26,22.01,217.13
2021,07,福島県,Q,複合サービス事業,20～24歳,20.06,50.98,291.7
2021,07,福島県,Q,複合サービス事業,25～29歳,21.62,47.09,306.53
2021,07,福島県,Q,複合サービス事業,30～34歳,23.68,48.89,333.05
2021,07,福島県,Q,複合サービス事業,35～39歳,29.01,78.82,426.94
2021,07,福島県,Q,複合サービス事業,40～44歳,27.28,67.92,395.28
2021,07,福島県,Q,複合サービス事業,45～49歳,31.62,103.69,483.13
2021,07,福島県,Q,複合サービス事業,50～54歳,30.9,95.11,465.91
2021,07,福島県,Q,複合サービス事業,55～59歳,35.61,103.84,531.16
2021,07,福島県,Q,複合サービス事業,60～64歳,23.95,43.54,330.94
2021,07,福島県,Q,複合サービス事業,65～69歳,19.41,106.53,339.45
2021,07,福島県,Q,複合サービス事業,70歳～,-,-,-
2021,07,福島県,R,サービス業（他に分類されないもの）,年齢計,25.23,40.14,342.9
2021,07,福島県,R,サービス業（他に分類されないもの）,～19歳,17.04,9.03,213.51
2021,07,福島県,R,サービス業（他に分類されないもの）,20～24歳,19.46,21.82,255.34
2021,07,福島県,R,サービス業（他に分類されないもの）,25～29歳,20.7,31.63,280.03
2021,07,福島県,R,サービス業（他に分類されないもの）,30～34歳,22.24,39.51,306.39
2021,07,福島県,R,サービス業（他に分類されないもの）,35～39歳,24.41,46.63,339.55
2021,07,福島県,R,サービス業（他に分類されないもの）,40～44歳,26.06,50.39,363.11
2021,07,福島県,R,サービス業（他に分類されないもの）,45～49歳,28.41,47.57,388.49
2021,07,福島県,R,サービス業（他に分類されないもの）,50～54歳,30.18,47.94,410.1
2021,07,福島県,R,サービス業（他に分類されないもの）,55～59歳,28.24,47.84,386.72
2021,07,福島県,R,サービス業（他に分類されないもの）,60～64歳,23.22,26.81,305.45
2021,07,福島県,R,サービス業（他に分類されないもの）,65～69歳,21.7,18.42,278.82
2021,07,福島県,R,サービス業（他に分類されないもの）,70歳～,18.4,7.68,228.48
2021,08,茨城県,C,鉱業，採石業，砂利採取業,年齢計,28.39,49.16,389.84
2021,08,茨城県,C,鉱業，採石業，砂利採取業,～19歳,-,-,-
2021,08,茨城県,C,鉱業，採石業，砂利採取業,20～24歳,19.41,37.5,270.42
2021,08,茨城県,C,鉱業，採石業，砂利採取業,25～29歳,-,-,-
2021,08,茨城県,C,鉱業，採石業，砂利採取業,30～34歳,17.15,0,205.8
2021,08,茨城県,C,鉱業，採石業，砂利採取業,35～39歳,28.96,57.05,404.57
2021,08,茨城県,C,鉱業，採石業，砂利採取業,40～44歳,16.3,0,195.6
2021,08,茨城県,C,鉱業，採石業，砂利採取業,45～49歳,30.49,56.82,422.7
2021,08,茨城県,C,鉱業，採石業，砂利採取業,50～54歳,32.01,76.13,460.25
2021,08,茨城県,C,鉱業，採石業，砂利採取業,55～59歳,31.03,74.19,446.55
2021,08,茨城県,C,鉱業，採石業，砂利採取業,60～64歳,22.84,20,294.08
2021,08,茨城県,C,鉱業，採石業，砂利採取業,65～69歳,30.46,3,368.52
2021,08,茨城県,C,鉱業，採石業，砂利採取業,70歳～,-,-,-
2021,08,茨城県,D,建設業,年齢計,32.38,66.29,454.85
2021,08,茨城県,D,建設業,～19歳,19.86,8.95,247.27
2021,08,茨城県,D,建設業,20～24歳,23.15,26.16,303.96
2021,08,茨城県,D,建設業,25～29歳,25.52,65.11,371.35
2021,08,茨城県,D,建設業,30～34歳,29.76,96.82,453.94
2021,08,茨城県,D,建設業,35～39歳,31.89,80.3,462.98
2021,08,茨城県,D,建設業,40～44歳,34.51,68.93,483.05
2021,08,茨城県,D,建設業,45～49歳,35.39,89.59,514.27
2021,08,茨城県,D,建設業,50～54歳,38.19,84.7,542.98
2021,08,茨城県,D,建設業,55～59歳,39.65,68.69,544.49
2021,08,茨城県,D,建設業,60～64歳,34.98,52.71,472.47
2021,08,茨城県,D,建設業,65～69歳,25.63,34.53,342.09
2021,08,茨城県,D,建設業,70歳～,22.42,26.78,295.82
2021,08,茨城県,E,製造業,年齢計,30.26,114.73,477.85
2021,08,茨城県,E,製造業,～19歳,18.38,20,240.56
2021,08,茨城県,E,製造業,20～24歳,20.09,57.92,299
2021,08,茨城県,E,製造業,25～29歳,23.18,75.55,353.71
2021,08,茨城県,E,製造業,30～34歳,27.01,101.76,425.88
2021,08,茨城県,E,製造業,35～39歳,29.68,117.8,473.96
2021,08,茨城県,E,製造業,40～44歳,31.36,127.61,503.93
2021,08,茨城県,E,製造業,45～49歳,32.93,130.98,526.14
2021,08,茨城県,E,製造業,50～54歳,38.03,157.61,613.97
2021,08,茨城県,E,製造業,55～59歳,37.35,159.53,607.73
2021,08,茨城県,E,製造業,60～64歳,26.65,70.44,390.24
2021,08,茨城県,E,製造業,65～69歳,24.93,47.86,347.02
2021,08,茨城県,E,製造業,70歳～,20.19,30.05,272.33
2021,08,茨城県,F,電気・ガス・熱供給・水道業,年齢計,42.84,73.26,587.34
2021,08,茨城県,F,電気・ガス・熱供給・水道業,～19歳,17.86,13.68,228
2021,08,茨城県,F,電気・ガス・熱供給・水道業,20～24歳,20.82,51.03,300.87
2021,08,茨城県,F,電気・ガス・熱供給・水道業,25～29歳,26.89,93.81,416.49
2021,08,茨城県,F,電気・ガス・熱供給・水道業,30～34歳,34.04,79.12,487.6
2021,08,茨城県,F,電気・ガス・熱供給・水道業,35～39歳,39.28,72.11,543.47
2021,08,茨城県,F,電気・ガス・熱供給・水道業,40～44歳,45.51,49.43,595.55
2021,08,茨城県,F,電気・ガス・熱供給・水道業,45～49歳,47.94,90.77,666.05
2021,08,茨城県,F,電気・ガス・熱供給・水道業,50～54歳,54.37,70.14,722.58
2021,08,茨城県,F,電気・ガス・熱供給・水道業,55～59歳,53.74,67.58,712.46
2021,08,茨城県,F,電気・ガス・熱供給・水道業,60～64歳,35,106.17,526.17
2021,08,茨城県,F,電気・ガス・熱供給・水道業,65～69歳,31.64,80.86,460.54
2021,08,茨城県,F,電気・ガス・熱供給・水道業,70歳～,-,-,-
2021,08,茨城県,G,情報通信業,年齢計,31.01,89.48,461.6
2021,08,茨城県,G,情報通信業,～19歳,16.62,1.71,201.15
2021,08,茨城県,G,情報通信業,20～24歳,22.22,40.65,307.29
2021,08,茨城県,G,情報通信業,25～29歳,24.67,51.43,347.47
2021,08,茨城県,G,情報通信業,30～34歳,25.62,76.78,384.22
2021,08,茨城県,G,情報通信業,35～39歳,29.98,98.46,458.22
2021,08,茨城県,G,情報通信業,40～44歳,33.44,120.18,521.46
2021,08,茨城県,G,情報通信業,45～49歳,34.03,122.78,531.14
2021,08,茨城県,G,情報通信業,50～54歳,39.08,111.07,580.03
2021,08,茨城県,G,情報通信業,55～59歳,41.01,179.64,671.76
2021,08,茨城県,G,情報通信業,60～64歳,27.61,18.08,349.4
2021,08,茨城県,G,情報通信業,65～69歳,30.7,2.77,371.17
2021,08,茨城県,G,情報通信業,70歳～,30.61,13.71,381.03
2021,08,茨城県,H,運輸業，郵便業,年齢計,24,53.67,341.67
2021,08,茨城県,H,運輸業，郵便業,～19歳,20.38,16.07,260.63
2021,08,茨城県,H,運輸業，郵便業,20～24歳,21.76,50.52,311.64
2021,08,茨城県,H,運輸業，郵便業,25～29歳,22.43,48.59,317.75
2021,08,茨城県,H,運輸業，郵便業,30～34歳,24.42,66.96,360
2021,08,茨城県,H,運輸業，郵便業,35～39歳,24.73,52.76,349.52
2021,08,茨城県,H,運輸業，郵便業,40～44歳,26.4,64.57,381.37
2021,08,茨城県,H,運輸業，郵便業,45～49歳,25.62,68.31,375.75
2021,08,茨城県,H,運輸業，郵便業,50～54歳,25.45,66.5,371.9
2021,08,茨城県,H,運輸業，郵便業,55～59歳,24.86,45.21,343.53
2021,08,茨城県,H,運輸業，郵便業,60～64歳,20.78,36.38,285.74
2021,08,茨城県,H,運輸業，郵便業,65～69歳,18.47,15.27,236.91
2021,08,茨城県,H,運輸業，郵便業,70歳～,16.66,1.2,201.12
2021,08,茨城県,I,卸売業，小売業,年齢計,28.13,71.22,408.78
2021,08,茨城県,I,卸売業，小売業,～19歳,18.15,5.38,223.18
2021,08,茨城県,I,卸売業，小売業,20～24歳,21.39,42.05,298.73
2021,08,茨城県,I,卸売業，小売業,25～29歳,24.42,57.69,350.73
2021,08,茨城県,I,卸売業，小売業,30～34歳,26.13,66.56,380.12
2021,08,茨城県,I,卸売業，小売業,35～39歳,28.49,68.8,410.68
2021,08,茨城県,I,卸売業，小売業,40～44歳,29.29,79.29,430.77
2021,08,茨城県,I,卸売業，小売業,45～49歳,30.92,89.31,460.35
2021,08,茨城県,I,卸売業，小売業,50～54歳,30.69,86.16,454.44
2021,08,茨城県,I,卸売業，小売業,55～59歳,31.3,78.44,454.04
2021,08,茨城県,I,卸売業，小売業,60～64歳,25.23,54.87,357.63
2021,08,茨城県,I,卸売業，小売業,65～69歳,24.92,38.76,337.8
2021,08,茨城県,I,卸売業，小売業,70歳～,24.48,3.05,296.81
2021,08,茨城県,J,金融業，保険業,年齢計,32.98,114.49,510.25
2021,08,茨城県,J,金融業，保険業,～19歳,16.36,2.49,198.81
2021,08,茨城県,J,金融業，保険業,20～24歳,19.83,32.6,270.56
2021,08,茨城県,J,金融業，保険業,25～29歳,22.75,71.47,344.47
2021,08,茨城県,J,金融業，保険業,30～34歳,26.73,99.61,420.37
2021,08,茨城県,J,金融業，保険業,35～39歳,31.94,109.57,492.85
2021,08,茨城県,J,金融業，保険業,40～44歳,36.26,138.92,574.04
2021,08,茨城県,J,金融業，保険業,45～49歳,41.28,146.61,641.97
2021,08,茨城県,J,金融業，保険業,50～54歳,47.35,197.46,765.66
2021,08,茨城県,J,金融業，保険業,55～59歳,39.13,136.52,606.08
2021,08,茨城県,J,金融業，保険業,60～64歳,22.27,55.22,322.46
2021,08,茨城県,J,金融業，保険業,65～69歳,28.68,78.89,423.05
2021,08,茨城県,J,金融業，保険業,70歳～,21.68,50.03,310.19
2021,08,茨城県,K,不動産業，物品賃貸業,年齢計,30.62,91.47,458.91
2021,08,茨城県,K,不動産業，物品賃貸業,～19歳,17.37,20.76,229.2
2021,08,茨城県,K,不動産業，物品賃貸業,20～24歳,21.76,49.43,310.55
2021,08,茨城県,K,不動産業，物品賃貸業,25～29歳,24.85,71.16,369.36
2021,08,茨城県,K,不動産業，物品賃貸業,30～34歳,28.38,78.66,419.22
2021,08,茨城県,K,不動産業，物品賃貸業,35～39歳,30.11,85.78,447.1
2021,08,茨城県,K,不動産業，物品賃貸業,40～44歳,33.34,103.32,503.4
2021,08,茨城県,K,不動産業，物品賃貸業,45～49歳,33.58,121.31,524.27
2021,08,茨城県,K,不動産業，物品賃貸業,50～54歳,35.72,143.47,572.11
2021,08,茨城県,K,不動産業，物品賃貸業,55～59歳,38.66,113.98,577.9
