集計年,都道府県コード,都道府県名,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2021,04,宮城県,E,製造業,23,非鉄金属製造業,50～54歳,32.78,123.32,516.68
2021,04,宮城県,E,製造業,23,非鉄金属製造業,55～59歳,36.26,132.06,567.18
2021,04,宮城県,E,製造業,23,非鉄金属製造業,60～64歳,23.94,57.89,345.17
2021,04,宮城県,E,製造業,23,非鉄金属製造業,65～69歳,20.8,0,249.6
2021,04,宮城県,E,製造業,23,非鉄金属製造業,70歳～,13.61,0,163.32
2021,04,宮城県,E,製造業,24,金属製品製造業,年齢計,27.27,63.75,390.99
2021,04,宮城県,E,製造業,24,金属製品製造業,～19歳,17.11,5.76,211.08
2021,04,宮城県,E,製造業,24,金属製品製造業,20～24歳,19.44,43.6,276.88
2021,04,宮城県,E,製造業,24,金属製品製造業,25～29歳,22.46,57.71,327.23
2021,04,宮城県,E,製造業,24,金属製品製造業,30～34歳,25.22,73.26,375.9
2021,04,宮城県,E,製造業,24,金属製品製造業,35～39歳,26.08,67.34,380.3
2021,04,宮城県,E,製造業,24,金属製品製造業,40～44歳,26.03,60,372.36
2021,04,宮城県,E,製造業,24,金属製品製造業,45～49歳,27.67,69.52,401.56
2021,04,宮城県,E,製造業,24,金属製品製造業,50～54歳,35.79,74.41,503.89
2021,04,宮城県,E,製造業,24,金属製品製造業,55～59歳,29.18,66.61,416.77
2021,04,宮城県,E,製造業,24,金属製品製造業,60～64歳,27.46,62.57,392.09
2021,04,宮城県,E,製造業,24,金属製品製造業,65～69歳,45.88,0.19,550.75
2021,04,宮城県,E,製造業,24,金属製品製造業,70歳～,15.06,29.56,210.28
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,年齢計,25.81,55.93,365.65
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,～19歳,17.64,35.03,246.71
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,20～24歳,20.11,62.59,303.91
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,25～29歳,19.91,48.57,287.49
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,30～34歳,24.05,61.13,349.73
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,35～39歳,26.36,69.87,386.19
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,40～44歳,24.68,37.4,333.56
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,45～49歳,29.92,58.38,417.42
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,50～54歳,29.96,50.3,409.82
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,55～59歳,30.16,72.31,434.23
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,60～64歳,24.71,47.71,344.23
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,65～69歳,17.73,23.22,235.98
2021,04,宮城県,E,製造業,25,はん用機械器具製造業,70歳～,19.5,30,264
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,年齢計,29.54,129.58,484.06
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,～19歳,17.35,10,218.2
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,20～24歳,18.64,37.63,261.31
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,25～29歳,24.75,81.02,378.02
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,30～34歳,25.78,140.65,450.01
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,35～39歳,30.2,150.89,513.29
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,40～44歳,24.91,102.71,401.63
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,45～49歳,34.3,178.2,589.8
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,50～54歳,43.76,229,754.12
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,55～59歳,40.42,143.73,628.77
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,60～64歳,28.13,69.06,406.62
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,65～69歳,33.71,96.98,501.5
2021,04,宮城県,E,製造業,26,生産用機械器具製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,年齢計,28.1,80.95,418.15
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,～19歳,17.4,19.51,228.31
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,20～24歳,16.77,26.76,228
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,25～29歳,21.15,45.88,299.68
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,30～34歳,25.94,79.03,390.31
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,35～39歳,26.2,71.78,386.18
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,40～44歳,24.38,59.71,352.27
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,45～49歳,31.39,95.34,472.02
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,50～54歳,32.28,108.31,495.67
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,55～59歳,35.84,114.1,544.18
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,60～64歳,20.06,39.14,279.86
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,65～69歳,28.04,27.81,364.29
2021,04,宮城県,E,製造業,27,業務用機械器具製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,年齢計,27.57,100.77,431.61
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,～19歳,17.23,14.49,221.25
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,20～24歳,18.41,34.77,255.69
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,25～29歳,22.32,63,330.84
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,30～34歳,20.28,42.2,285.56
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,35～39歳,28.95,128.09,475.49
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,40～44歳,27.49,119.59,449.47
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,45～49歳,31,157.23,529.23
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,50～54歳,34.29,115.49,526.97
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,55～59歳,30.74,130.38,499.26
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,60～64歳,27.21,29.76,356.28
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,65～69歳,23,0,276
2021,04,宮城県,E,製造業,28,電子部品・デバイス・電子回路製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,29,電気機械器具製造業,年齢計,25.77,69.84,379.08
2021,04,宮城県,E,製造業,29,電気機械器具製造業,～19歳,19.06,25.35,254.07
2021,04,宮城県,E,製造業,29,電気機械器具製造業,20～24歳,18.51,36.17,258.29
2021,04,宮城県,E,製造業,29,電気機械器具製造業,25～29歳,20.4,57.22,302.02
2021,04,宮城県,E,製造業,29,電気機械器具製造業,30～34歳,23.29,65.72,345.2
2021,04,宮城県,E,製造業,29,電気機械器具製造業,35～39歳,24.86,79.06,377.38
2021,04,宮城県,E,製造業,29,電気機械器具製造業,40～44歳,28.38,87.63,428.19
2021,04,宮城県,E,製造業,29,電気機械器具製造業,45～49歳,27.45,76.44,405.84
2021,04,宮城県,E,製造業,29,電気機械器具製造業,50～54歳,31.12,93.76,467.2
2021,04,宮城県,E,製造業,29,電気機械器具製造業,55～59歳,29.41,71.23,424.15
2021,04,宮城県,E,製造業,29,電気機械器具製造業,60～64歳,22.24,31.26,298.14
2021,04,宮城県,E,製造業,29,電気機械器具製造業,65～69歳,22.44,37.86,307.14
2021,04,宮城県,E,製造業,29,電気機械器具製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,年齢計,29.38,94.93,447.49
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,～19歳,15.66,3.79,191.71
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,20～24歳,19.89,50.34,289.02
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,25～29歳,22.24,77.82,344.7
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,30～34歳,23.91,86.92,373.84
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,35～39歳,27.36,80.06,408.38
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,40～44歳,29.7,99.28,455.68
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,45～49歳,32.54,111.61,502.09
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,50～54歳,34.25,119.92,530.92
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,55～59歳,32.33,95.39,483.35
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,60～64歳,25.72,60.86,369.5
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,65～69歳,19.4,14.07,246.87
2021,04,宮城県,E,製造業,30,情報通信機械器具製造業,70歳～,20,15,255
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,年齢計,29.87,115.23,473.67
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,～19歳,17.79,32.72,246.2
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,20～24歳,18.29,48.45,267.93
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,25～29歳,22.33,85.97,353.93
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,30～34歳,25.1,97.17,398.37
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,35～39歳,25.19,94.64,396.92
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,40～44歳,30.08,121.22,482.18
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,45～49歳,34.09,130.28,539.36
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,50～54歳,37.69,179.59,631.87
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,55～59歳,43.67,179.36,703.4
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,60～64歳,29.88,55.05,413.61
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,65～69歳,24.95,29.4,328.8
2021,04,宮城県,E,製造業,31,輸送用機械器具製造業,70歳～,-,-,-
2021,04,宮城県,E,製造業,32,その他の製造業,年齢計,29.07,57.46,406.3
2021,04,宮城県,E,製造業,32,その他の製造業,～19歳,17.11,0,205.32
2021,04,宮城県,E,製造業,32,その他の製造業,20～24歳,18.43,23.38,244.54
2021,04,宮城県,E,製造業,32,その他の製造業,25～29歳,21.02,21.01,273.25
2021,04,宮城県,E,製造業,32,その他の製造業,30～34歳,21.99,24.65,288.53
2021,04,宮城県,E,製造業,32,その他の製造業,35～39歳,25.12,24.55,325.99
2021,04,宮城県,E,製造業,32,その他の製造業,40～44歳,28.43,73.75,414.91
2021,04,宮城県,E,製造業,32,その他の製造業,45～49歳,30.87,69.06,439.5
2021,04,宮城県,E,製造業,32,その他の製造業,50～54歳,31.48,74.53,452.29
2021,04,宮城県,E,製造業,32,その他の製造業,55～59歳,37.9,101.98,556.78
2021,04,宮城県,E,製造業,32,その他の製造業,60～64歳,24.66,30.02,325.94
2021,04,宮城県,E,製造業,32,その他の製造業,65～69歳,51,0,612
2021,04,宮城県,E,製造業,32,その他の製造業,70歳～,-,-,-
2021,04,宮城県,G,情報通信業,39,情報サービス業,年齢計,33.56,140.9,543.62
2021,04,宮城県,G,情報通信業,39,情報サービス業,～19歳,33.49,0,401.88
2021,04,宮城県,G,情報通信業,39,情報サービス業,20～24歳,21.98,46.96,310.72
2021,04,宮城県,G,情報通信業,39,情報サービス業,25～29歳,24.97,83.68,383.32
2021,04,宮城県,G,情報通信業,39,情報サービス業,30～34歳,28.02,109.75,445.99
2021,04,宮城県,G,情報通信業,39,情報サービス業,35～39歳,31.88,137.23,519.79
2021,04,宮城県,G,情報通信業,39,情報サービス業,40～44歳,36.44,139.1,576.38
2021,04,宮城県,G,情報通信業,39,情報サービス業,45～49歳,35.33,171.92,595.88
2021,04,宮城県,G,情報通信業,39,情報サービス業,50～54歳,39.82,196.85,674.69
2021,04,宮城県,G,情報通信業,39,情報サービス業,55～59歳,44.33,193.93,725.89
2021,04,宮城県,G,情報通信業,39,情報サービス業,60～64歳,30.1,124.79,485.99
2021,04,宮城県,G,情報通信業,39,情報サービス業,65～69歳,-,-,-
2021,04,宮城県,G,情報通信業,39,情報サービス業,70歳～,-,-,-
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,年齢計,31.5,102.74,480.74
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,～19歳,17.39,11.58,220.26
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,20～24歳,20.35,45.29,289.49
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,25～29歳,22.6,82.17,353.37
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,30～34歳,25.28,81.58,384.94
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,35～39歳,27.9,95.97,430.77
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,40～44歳,32,110.53,494.53
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,45～49歳,34.18,109.04,519.2
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,50～54歳,41.43,146.7,643.86
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,55～59歳,41.43,136.03,633.19
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,60～64歳,28.28,75.51,414.87
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,65～69歳,26.96,46.72,370.24
2021,04,宮城県,I,卸売業，小売業,I1,卸売業,70歳～,22.04,3.88,268.36
2021,04,宮城県,I,卸売業，小売業,I2,小売業,年齢計,23.89,51.85,338.53
2021,04,宮城県,I,卸売業，小売業,I2,小売業,～19歳,16.97,6.59,210.23
2021,04,宮城県,I,卸売業，小売業,I2,小売業,20～24歳,18.97,33.97,261.61
2021,04,宮城県,I,卸売業，小売業,I2,小売業,25～29歳,22.17,53.28,319.32
2021,04,宮城県,I,卸売業，小売業,I2,小売業,30～34歳,24.57,54.1,348.94
2021,04,宮城県,I,卸売業，小売業,I2,小売業,35～39歳,23.64,59.04,342.72
2021,04,宮城県,I,卸売業，小売業,I2,小売業,40～44歳,26.62,67.79,387.23
2021,04,宮城県,I,卸売業，小売業,I2,小売業,45～49歳,26.05,57.17,369.77
2021,04,宮城県,I,卸売業，小売業,I2,小売業,50～54歳,27.28,65.02,392.38
2021,04,宮城県,I,卸売業，小売業,I2,小売業,55～59歳,25.91,57.72,368.64
2021,04,宮城県,I,卸売業，小売業,I2,小売業,60～64歳,20.48,29,274.76
2021,04,宮城県,I,卸売業，小売業,I2,小売業,65～69歳,17.61,17.82,229.14
2021,04,宮城県,I,卸売業，小売業,I2,小売業,70歳～,25.94,28.41,339.69
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,33.87,113.62,520.06
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,15.54,0,186.48
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,25.41,63.74,368.66
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,28.17,93.83,431.87
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,31.94,98.4,481.68
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,35.8,124.69,554.29
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,36.47,125.27,562.91
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,46.78,185.15,746.51
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,49.66,177.2,773.12
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,38.17,144.33,602.37
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,36.9,132.65,575.45
2021,04,宮城県,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,25,65.67,365.67
