集計年,都道府県コード,都道府県名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2012,18,福井県,70歳～,20.73,31.24,280
2012,19,山梨県,年齢計,26.89,67.44,390.12
2012,19,山梨県,～19歳,17.17,10.83,216.87
2012,19,山梨県,20～24歳,19.2,31.65,262.05
2012,19,山梨県,25～29歳,21.77,51.1,312.34
2012,19,山梨県,30～34歳,24.59,58.3,353.38
2012,19,山梨県,35～39歳,26.49,65.83,383.71
2012,19,山梨県,40～44歳,29.26,77.06,428.18
2012,19,山梨県,45～49歳,31.74,103.62,484.5
2012,19,山梨県,50～54歳,32.29,91.18,478.66
2012,19,山梨県,55～59歳,31.33,75.88,451.84
2012,19,山梨県,60～64歳,24.13,45.15,334.71
2012,19,山梨県,65～69歳,22.93,29.63,304.79
2012,19,山梨県,70歳～,20.84,16.74,266.82
2012,20,長野県,年齢計,27.36,68.25,396.57
2012,20,長野県,～19歳,16.56,8.78,207.5
2012,20,長野県,20～24歳,18.77,33.1,258.34
2012,20,長野県,25～29歳,21.47,53.37,311.01
2012,20,長野県,30～34歳,24.55,59.58,354.18
2012,20,長野県,35～39歳,26.84,70.59,392.67
2012,20,長野県,40～44歳,29.94,81.56,440.84
2012,20,長野県,45～49歳,31.84,89.08,471.16
2012,20,長野県,50～54歳,33.19,86.52,484.8
2012,20,長野県,55～59歳,32.22,83.48,470.12
2012,20,長野県,60～64歳,23.97,38.9,326.54
2012,20,長野県,65～69歳,24.94,39.62,338.9
2012,20,長野県,70歳～,26.68,29.08,349.24
2012,21,岐阜県,年齢計,26.96,70.93,394.45
2012,21,岐阜県,～19歳,16.69,9.64,209.92
2012,21,岐阜県,20～24歳,19.2,38.28,268.68
2012,21,岐阜県,25～29歳,21.54,54.7,313.18
2012,21,岐阜県,30～34歳,24.8,66.89,364.49
2012,21,岐阜県,35～39歳,27.79,77,410.48
2012,21,岐阜県,40～44歳,29.68,84.21,440.37
2012,21,岐阜県,45～49歳,31.81,91.33,473.05
2012,21,岐阜県,50～54歳,32.34,95.32,483.4
2012,21,岐阜県,55～59歳,31.07,83.41,456.25
2012,21,岐阜県,60～64歳,24.24,46.34,337.22
2012,21,岐阜県,65～69歳,20.78,26.37,275.73
2012,21,岐阜県,70歳～,33.98,34.9,442.66
2012,22,静岡県,年齢計,28.23,78.16,416.92
2012,22,静岡県,～19歳,16.93,11.64,214.8
2012,22,静岡県,20～24歳,19.67,38.41,274.45
2012,22,静岡県,25～29歳,22.11,58.97,324.29
2012,22,静岡県,30～34歳,25.95,71.21,382.61
2012,22,静岡県,35～39歳,28.39,80.7,421.38
2012,22,静岡県,40～44歳,31.74,96.49,477.37
2012,22,静岡県,45～49歳,33.18,103.63,501.79
2012,22,静岡県,50～54歳,32.93,99.03,494.19
2012,22,静岡県,55～59歳,33.37,102.66,503.1
2012,22,静岡県,60～64歳,25.46,44.49,350.01
2012,22,静岡県,65～69歳,22.66,21.44,293.36
2012,22,静岡県,70歳～,17.33,18.93,226.89
2012,23,愛知県,年齢計,30.88,96.31,466.87
2012,23,愛知県,～19歳,16.25,8.66,203.66
2012,23,愛知県,20～24歳,20.32,39.11,282.95
2012,23,愛知県,25～29歳,23.99,70.04,357.92
2012,23,愛知県,30～34歳,27.53,81.41,411.77
2012,23,愛知県,35～39歳,30.4,93.37,458.17
2012,23,愛知県,40～44歳,34.71,114.62,531.14
2012,23,愛知県,45～49歳,37.7,133.8,586.2
2012,23,愛知県,50～54歳,38.96,138.09,605.61
2012,23,愛知県,55～59歳,39.17,136.04,606.08
2012,23,愛知県,60～64歳,26.85,69.79,391.99
2012,23,愛知県,65～69歳,26.6,51.59,370.79
2012,23,愛知県,70歳～,27.34,22.64,350.72
2012,24,三重県,年齢計,28.57,81.03,423.87
2012,24,三重県,～19歳,17.35,16.05,224.25
2012,24,三重県,20～24歳,19.46,39.02,272.54
2012,24,三重県,25～29歳,22.72,58.5,331.14
2012,24,三重県,30～34歳,25.44,71.41,376.69
2012,24,三重県,35～39歳,29.05,87.67,436.27
2012,24,三重県,40～44歳,31.73,97.18,477.94
2012,24,三重県,45～49歳,33.65,107.09,510.89
2012,24,三重県,50～54歳,34.39,107.52,520.2
2012,24,三重県,55～59歳,33.73,101.86,506.62
2012,24,三重県,60～64歳,26.04,50.43,362.91
2012,24,三重県,65～69歳,23.35,28.67,308.87
2012,24,三重県,70歳～,41.31,35.29,531.01
2012,25,滋賀県,年齢計,29.38,89.65,442.21
2012,25,滋賀県,～19歳,17.44,16.77,226.05
2012,25,滋賀県,20～24歳,19.49,40.67,274.55
2012,25,滋賀県,25～29歳,22.72,62.55,335.19
2012,25,滋賀県,30～34歳,25.8,79.06,388.66
2012,25,滋賀県,35～39歳,28.54,86.26,428.74
2012,25,滋賀県,40～44歳,33.47,113.49,515.13
2012,25,滋賀県,45～49歳,35.2,119.9,542.3
2012,25,滋賀県,50～54歳,35.81,109.48,539.2
2012,25,滋賀県,55～59歳,35.36,114.31,538.63
2012,25,滋賀県,60～64歳,25.83,66.47,376.43
2012,25,滋賀県,65～69歳,22.61,16.82,288.14
2012,25,滋賀県,70歳～,17.27,23.44,230.68
2012,26,京都府,年齢計,30.02,79.68,439.92
2012,26,京都府,～19歳,16.35,10.86,207.06
2012,26,京都府,20～24歳,20.18,33.09,275.25
2012,26,京都府,25～29歳,22.7,57.02,329.42
2012,26,京都府,30～34歳,26.67,65.43,385.47
2012,26,京都府,35～39歳,29.47,80.11,433.75
2012,26,京都府,40～44歳,33.31,94.09,493.81
2012,26,京都府,45～49歳,36.19,110.18,544.46
2012,26,京都府,50～54歳,37.77,110.35,563.59
2012,26,京都府,55～59歳,36.23,103.33,538.09
2012,26,京都府,60～64歳,27.31,57.74,385.46
2012,26,京都府,65～69歳,25.18,49.34,351.5
2012,26,京都府,70歳～,24.65,23.77,319.57
2012,27,大阪府,年齢計,30.17,78.17,440.21
2012,27,大阪府,～19歳,17.33,7.37,215.33
2012,27,大阪府,20～24歳,20.29,28.44,271.92
2012,27,大阪府,25～29歳,23.36,56.77,337.09
2012,27,大阪府,30～34歳,27.25,68.35,395.35
2012,27,大阪府,35～39歳,30.38,82.51,447.07
2012,27,大阪府,40～44歳,33.48,96.44,498.2
2012,27,大阪府,45～49歳,35.51,104.37,530.49
2012,27,大阪府,50～54歳,37.44,108.8,558.08
2012,27,大阪府,55～59歳,36.94,102.49,545.77
2012,27,大阪府,60～64歳,26.56,43.7,362.42
2012,27,大阪府,65～69歳,25.39,26.34,331.02
2012,27,大阪府,70歳～,23.54,19.5,301.98
2012,28,兵庫県,年齢計,29.79,79.61,437.09
2012,28,兵庫県,～19歳,16.69,8.85,209.13
2012,28,兵庫県,20～24歳,20.02,36.54,276.78
2012,28,兵庫県,25～29歳,22.54,56.65,327.13
2012,28,兵庫県,30～34歳,26.81,71.32,393.04
2012,28,兵庫県,35～39歳,30.33,84.01,447.97
2012,28,兵庫県,40～44歳,32.9,96.76,491.56
2012,28,兵庫県,45～49歳,34.5,105.19,519.19
2012,28,兵庫県,50～54歳,35.62,95.27,522.71
2012,28,兵庫県,55～59歳,37.59,102.79,553.87
2012,28,兵庫県,60～64歳,27.93,64.25,399.41
2012,28,兵庫県,65～69歳,23.38,35.4,315.96
2012,28,兵庫県,70歳～,22.36,31.6,299.92
2012,29,奈良県,年齢計,28.64,68.28,411.96
2012,29,奈良県,～19歳,16.52,11.38,209.62
2012,29,奈良県,20～24歳,19.59,31,266.08
2012,29,奈良県,25～29歳,22.85,51.54,325.74
2012,29,奈良県,30～34歳,25.66,61.45,369.37
2012,29,奈良県,35～39歳,28.78,71.49,416.85
2012,29,奈良県,40～44歳,32.07,80.16,465
2012,29,奈良県,45～49歳,32.85,85.38,479.58
2012,29,奈良県,50～54歳,35.11,101.63,522.95
2012,29,奈良県,55～59歳,33.85,87.69,493.89
2012,29,奈良県,60～64歳,26.9,35.96,358.76
2012,29,奈良県,65～69歳,20.87,21.1,271.54
2012,29,奈良県,70歳～,21.31,18.36,274.08
2012,30,和歌山県,年齢計,27.52,72.16,402.4
2012,30,和歌山県,～19歳,15.89,9.57,200.25
2012,30,和歌山県,20～24歳,18.71,37.23,261.75
2012,30,和歌山県,25～29歳,21.7,50.68,311.08
2012,30,和歌山県,30～34歳,24.42,61.96,355
2012,30,和歌山県,35～39歳,27.69,75.81,408.09
2012,30,和歌山県,40～44歳,29.69,84.07,440.35
2012,30,和歌山県,45～49歳,34.25,98.51,509.51
2012,30,和歌山県,50～54歳,32.61,86.52,477.84
2012,30,和歌山県,55～59歳,31.76,95.37,476.49
2012,30,和歌山県,60～64歳,25.75,51.29,360.29
2012,30,和歌山県,65～69歳,22.63,28.73,300.29
2012,30,和歌山県,70歳～,21.39,36.32,293
2012,31,鳥取県,年齢計,24.59,57.02,352.1
2012,31,鳥取県,～19歳,15.21,8.39,190.91
2012,31,鳥取県,20～24歳,17.55,30.86,241.46
2012,31,鳥取県,25～29歳,19.6,44.12,279.32
2012,31,鳥取県,30～34歳,21.51,49.59,307.71
2012,31,鳥取県,35～39歳,24.27,60.37,351.61
2012,31,鳥取県,40～44歳,26.56,64.72,383.44
2012,31,鳥取県,45～49歳,28.27,71.52,410.76
2012,31,鳥取県,50～54歳,28.97,74.17,421.81
2012,31,鳥取県,55～59歳,29.16,71.39,421.31
2012,31,鳥取県,60～64歳,22.39,29.42,298.1
2012,31,鳥取県,65～69歳,22.19,26.64,292.92
2012,31,鳥取県,70歳～,17.66,10.97,222.89
2012,32,島根県,年齢計,24.12,53.8,343.24
2012,32,島根県,～19歳,15.98,8.72,200.48
2012,32,島根県,20～24歳,17.49,23.66,233.54
2012,32,島根県,25～29歳,19.83,41.59,279.55
2012,32,島根県,30～34歳,21.82,50.2,312.04
2012,32,島根県,35～39歳,24.04,57.36,345.84
2012,32,島根県,40～44歳,26.24,63,377.88
2012,32,島根県,45～49歳,27.17,67.36,393.4
2012,32,島根県,50～54歳,28.95,70.1,417.5
2012,32,島根県,55～59歳,28.3,68.99,408.59
2012,32,島根県,60～64歳,22.18,33.5,299.66
2012,32,島根県,65～69歳,19.95,18.8,258.2
2012,32,島根県,70歳～,17.44,11.55,220.83
2012,33,岡山県,年齢計,27.3,72.81,400.41
2012,33,岡山県,～19歳,16.86,10.68,213
2012,33,岡山県,20～24歳,19.74,36.8,273.68
2012,33,岡山県,25～29歳,22.18,58.94,325.1
2012,33,岡山県,30～34歳,24.22,67.42,358.06
2012,33,岡山県,35～39歳,27.04,74.57,399.05
2012,33,岡山県,40～44歳,29.7,81.73,438.13
2012,33,岡山県,45～49歳,31.46,93.13,470.65
2012,33,岡山県,50～54歳,32.97,95.33,490.97
2012,33,岡山県,55～59歳,32.5,92.84,482.84
2012,33,岡山県,60～64歳,24.83,43.19,341.15
2012,33,岡山県,65～69歳,24.69,44.03,340.31
2012,33,岡山県,70歳～,26.73,85.59,406.35
2012,34,広島県,年齢計,28.52,75.25,417.49
2012,34,広島県,～19歳,17.01,10.68,214.8
2012,34,広島県,20～24歳,18.78,31.63,256.99
2012,34,広島県,25～29歳,22.23,54.44,321.2
2012,34,広島県,30～34歳,25.31,66.71,370.43
2012,34,広島県,35～39歳,30.16,81.13,443.05
2012,34,広島県,40～44歳,31.06,88.32,461.04
2012,34,広島県,45～49歳,34.92,103.83,522.87
2012,34,広島県,50～54歳,34.37,101.2,513.64
2012,34,広島県,55～59歳,33.15,91.03,488.83
2012,34,広島県,60～64歳,26.4,55.36,372.16
2012,34,広島県,65～69歳,22.66,30.1,302.02
2012,34,広島県,70歳～,21.66,19.1,279.02
2012,35,山口県,年齢計,26.18,72.06,386.22
2012,35,山口県,～19歳,16.39,11.37,208.05
2012,35,山口県,20～24歳,18.71,39.25,263.77
2012,35,山口県,25～29歳,21.14,55.75,309.43
2012,35,山口県,30～34歳,24.11,69.05,358.37
2012,35,山口県,35～39歳,26.45,77.2,394.6
2012,35,山口県,40～44歳,28.23,82.94,421.7
2012,35,山口県,45～49歳,30.83,95.03,464.99
2012,35,山口県,50～54歳,31.93,99.27,482.43
2012,35,山口県,55～59歳,30.39,89.37,454.05
2012,35,山口県,60～64歳,24,43.59,331.59
2012,35,山口県,65～69歳,20.73,26.43,275.19
2012,35,山口県,70歳～,24.14,57.72,347.4
2012,36,徳島県,年齢計,25.45,68.82,374.22
2012,36,徳島県,～19歳,16.55,7.62,206.22
2012,36,徳島県,20～24歳,18.19,31.28,249.56
2012,36,徳島県,25～29歳,20.22,50.46,293.1
2012,36,徳島県,30～34歳,22.89,63.45,338.13
2012,36,徳島県,35～39歳,25.4,71.62,376.42
2012,36,徳島県,40～44歳,27.71,82.79,415.31
2012,36,徳島県,45～49歳,28.79,78.23,423.71
2012,36,徳島県,50～54歳,31.06,93.15,465.87
2012,36,徳島県,55～59歳,30.92,99.28,470.32
2012,36,徳島県,60～64歳,22.81,40.37,314.09
2012,36,徳島県,65～69歳,24.03,28.74,317.1
2012,36,徳島県,70歳～,17.43,9.1,218.26
2012,37,香川県,年齢計,26.26,66.74,381.86
2012,37,香川県,～19歳,16.98,10.12,213.88
2012,37,香川県,20～24歳,18.97,30.33,257.97
2012,37,香川県,25～29歳,21.36,53.74,310.06
2012,37,香川県,30～34歳,23.86,57.66,343.98
2012,37,香川県,35～39歳,26.34,71.98,388.06
2012,37,香川県,40～44歳,29.06,83.24,431.96
2012,37,香川県,45～49歳,30.74,94.42,463.3
2012,37,香川県,50～54歳,32.72,90.08,482.72
2012,37,香川県,55～59歳,30.27,81.54,444.78
2012,37,香川県,60～64歳,22.84,31.32,305.4
2012,37,香川県,65～69歳,22.27,25.24,292.48
2012,37,香川県,70歳～,17.12,21.78,227.22
2012,38,愛媛県,年齢計,25.47,62.31,367.95
2012,38,愛媛県,～19歳,15.94,8.83,200.11
2012,38,愛媛県,20～24歳,17.84,29.5,243.58
2012,38,愛媛県,25～29歳,20.27,47.06,290.3
2012,38,愛媛県,30～34歳,22.56,53.9,324.62
2012,38,愛媛県,35～39歳,25.55,67.11,373.71
2012,38,愛媛県,40～44歳,27.47,75.07,404.71
2012,38,愛媛県,45～49歳,30.43,84.87,450.03
2012,38,愛媛県,50～54歳,30.31,77.53,441.25
2012,38,愛媛県,55～59歳,30.05,78.89,439.49
2012,38,愛媛県,60～64歳,23.43,38.95,320.11
2012,38,愛媛県,65～69歳,21.46,33.38,290.9
2012,38,愛媛県,70歳～,25.63,47.2,354.76
2012,39,高知県,年齢計,24.91,57.8,356.72
2012,39,高知県,～19歳,15.28,12.25,195.61
2012,39,高知県,20～24歳,18.37,30.42,250.86
2012,39,高知県,25～29歳,20.15,46.71,288.51
2012,39,高知県,30～34歳,21.27,54.3,309.54
2012,39,高知県,35～39歳,23.29,58.81,338.29
2012,39,高知県,40～44歳,25.63,64.54,372.1
2012,39,高知県,45～49歳,27.2,72.84,399.24
2012,39,高知県,50～54歳,29.1,74.15,423.35
2012,39,高知県,55～59歳,30.42,70.31,435.35
2012,39,高知県,60～64歳,26.11,41.49,354.81
2012,39,高知県,65～69歳,33.63,20.1,423.66
2012,39,高知県,70歳～,47.87,11.14,585.58
2012,40,福岡県,年齢計,27.1,69.11,394.31
2012,40,福岡県,～19歳,16.21,10.22,204.74
2012,40,福岡県,20～24歳,19.14,27.65,257.33
2012,40,福岡県,25～29歳,22.05,47.37,311.97
2012,40,福岡県,30～34歳,25.35,61.6,365.8
2012,40,福岡県,35～39歳,28.4,72.89,413.69
2012,40,福岡県,40～44歳,29.85,85.6,443.8
2012,40,福岡県,45～49歳,31.52,91.87,470.11
2012,40,福岡県,50～54歳,32.73,93.37,486.13
2012,40,福岡県,55～59歳,31.91,94.35,477.27
2012,40,福岡県,60～64歳,22.54,46.89,317.37
2012,40,福岡県,65～69歳,20.34,29.06,273.14
2012,40,福岡県,70歳～,27.23,35.67,362.43
2012,41,佐賀県,年齢計,23.6,57.34,340.54
2012,41,佐賀県,～19歳,15.41,11.33,196.25
2012,41,佐賀県,20～24歳,17.5,32.04,242.04
2012,41,佐賀県,25～29歳,20.03,45.12,285.48
2012,41,佐賀県,30～34歳,22.13,54.6,320.16
2012,41,佐賀県,35～39歳,23.89,61.76,348.44
2012,41,佐賀県,40～44歳,25.39,67.84,372.52
2012,41,佐賀県,45～49歳,27.04,71.39,395.87
2012,41,佐賀県,50～54歳,27.35,74.09,402.29
2012,41,佐賀県,55～59歳,27.12,65.66,391.1
2012,41,佐賀県,60～64歳,20.75,36.89,285.89
2012,41,佐賀県,65～69歳,17.5,17.21,227.21
2012,41,佐賀県,70歳～,20.66,16.93,264.85
2012,42,長崎県,年齢計,24.65,61.68,357.48
2012,42,長崎県,～19歳,15.31,6.82,190.54
2012,42,長崎県,20～24歳,17.33,28.82,236.78
2012,42,長崎県,25～29歳,19.7,43.11,279.51
2012,42,長崎県,30～34歳,22.16,53.08,319
2012,42,長崎県,35～39歳,24.46,62.57,356.09
2012,42,長崎県,40～44歳,27.11,73.78,399.1
2012,42,長崎県,45～49歳,28.53,82.02,424.38
2012,42,長崎県,50～54歳,27.6,72.54,403.74
2012,42,長崎県,55～59歳,29.03,85.04,433.4
2012,42,長崎県,60～64歳,22.65,41.71,313.51
2012,42,長崎県,65～69歳,22.35,36,304.2
2012,42,長崎県,70歳～,38.04,61.3,517.78
2012,43,熊本県,年齢計,25.81,63.3,373.02
2012,43,熊本県,～19歳,15.43,8.03,193.19
2012,43,熊本県,20～24歳,17.58,30.46,241.42
2012,43,熊本県,25～29歳,20.57,47.97,294.81
2012,43,熊本県,30～34歳,23.64,52.55,336.23
2012,43,熊本県,35～39歳,26,68.5,380.5
2012,43,熊本県,40～44歳,28.79,80.55,426.03
2012,43,熊本県,45～49歳,30.91,90.72,461.64
2012,43,熊本県,50～54歳,31.55,79.19,457.79
2012,43,熊本県,55～59歳,28.68,72.31,416.47
2012,43,熊本県,60～64歳,21.95,34.53,297.93
2012,43,熊本県,65～69歳,21.01,36.41,288.53
2012,43,熊本県,70歳～,21.92,22.37,285.41
2012,44,大分県,年齢計,24.81,50.39,348.11
2012,44,大分県,～19歳,16.02,11.89,204.13
2012,44,大分県,20～24歳,18.16,31.52,249.44
2012,44,大分県,25～29歳,20.23,43.63,286.39
2012,44,大分県,30～34歳,22.56,48.36,319.08
2012,44,大分県,35～39歳,26.17,53.72,367.76
2012,44,大分県,40～44歳,26.51,59.61,377.73
2012,44,大分県,45～49歳,30.45,62.71,428.11
2012,44,大分県,50～54歳,28.26,65.1,404.22
2012,44,大分県,55～59歳,27.54,55.73,386.21
2012,44,大分県,60～64歳,21.75,32.71,293.71
2012,44,大分県,65～69歳,25.29,20.06,323.54
2012,44,大分県,70歳～,45.97,14.37,566.01
2012,45,宮崎県,年齢計,23.27,50.72,329.96
2012,45,宮崎県,～19歳,14.75,6.14,183.14
2012,45,宮崎県,20～24歳,17.43,28.62,237.78
2012,45,宮崎県,25～29歳,19.63,40.36,275.92
2012,45,宮崎県,30～34歳,21.79,43.63,305.11
2012,45,宮崎県,35～39歳,23.78,53.05,338.41
2012,45,宮崎県,40～44歳,24.76,58.68,355.8
2012,45,宮崎県,45～49歳,25.98,68.05,379.81
2012,45,宮崎県,50～54歳,28.76,66.67,411.79
2012,45,宮崎県,55～59歳,25.68,60.86,369.02
2012,45,宮崎県,60～64歳,19.72,29.33,265.97
2012,45,宮崎県,65～69歳,19.32,21.44,253.28
2012,45,宮崎県,70歳～,20.26,49.66,292.78
2012,46,鹿児島県,年齢計,25.43,59.96,365.12
2012,46,鹿児島県,～19歳,14.59,5.47,180.55
2012,46,鹿児島県,20～24歳,17.41,29.88,238.8
2012,46,鹿児島県,25～29歳,20.32,48.33,292.17
2012,46,鹿児島県,30～34歳,23.87,55.75,342.19
2012,46,鹿児島県,35～39歳,26.64,63.19,382.87
2012,46,鹿児島県,40～44歳,27.96,73.4,408.92
2012,46,鹿児島県,45～49歳,30.02,81.07,441.31
2012,46,鹿児島県,50～54歳,31.15,82.67,456.47
2012,46,鹿児島県,55～59歳,28.64,63.62,407.3
2012,46,鹿児島県,60～64歳,20.98,30.39,282.15
2012,46,鹿児島県,65～69歳,19.49,29.21,263.09
2012,46,鹿児島県,70歳～,17.55,26.81,237.41
2012,47,沖縄県,年齢計,23.21,38.58,317.1
2012,47,沖縄県,～19歳,13.55,4.92,167.52
2012,47,沖縄県,20～24歳,16.07,14.45,207.29
2012,47,沖縄県,25～29歳,18.66,27.39,251.31
2012,47,沖縄県,30～34歳,21.19,33,287.28
2012,47,沖縄県,35～39歳,23.24,35.13,314.01
2012,47,沖縄県,40～44歳,26.17,47.72,361.76
2012,47,沖縄県,45～49歳,27.43,55.42,384.58
2012,47,沖縄県,50～54歳,26.69,55.76,376.04
2012,47,沖縄県,55～59歳,27.13,51.74,377.3
2012,47,沖縄県,60～64歳,20.93,22.42,273.58
2012,47,沖縄県,65～69歳,24.85,22.97,321.17
2012,47,沖縄県,70歳～,26.35,4.57,320.77
2013,01,北海道,年齢計,25.64,61.89,369.57
2013,01,北海道,～19歳,15.5,5.14,191.14
2013,01,北海道,20～24歳,17.65,25.21,237.01
2013,01,北海道,25～29歳,20.16,47.16,289.08
2013,01,北海道,30～34歳,22.95,54.98,330.38
2013,01,北海道,35～39歳,25.82,64.15,373.99
2013,01,北海道,40～44歳,28.69,72.87,417.15
2013,01,北海道,45～49歳,29.4,79.09,431.89
2013,01,北海道,50～54歳,31.41,87.12,464.04
2013,01,北海道,55～59歳,30.87,83.45,453.89
2013,01,北海道,60～64歳,21.38,36,292.56
2013,01,北海道,65～69歳,24.41,29.36,322.28
2013,01,北海道,70歳～,15.55,22.05,208.65
2013,02,青森県,年齢計,23.13,46.31,323.87
2013,02,青森県,～19歳,14.81,5.12,182.84
2013,02,青森県,20～24歳,17.18,26.57,232.73
2013,02,青森県,25～29歳,19.13,38.09,267.65
2013,02,青森県,30～34歳,20.03,43.64,284
2013,02,青森県,35～39歳,22.91,48.55,323.47
2013,02,青森県,40～44歳,25.41,50.58,355.5
2013,02,青森県,45～49歳,26.43,57.03,374.19
2013,02,青森県,50～54歳,27.54,58.6,389.08
2013,02,青森県,55～59歳,27.35,60,388.2
2013,02,青森県,60～64歳,19.31,25.4,257.12
2013,02,青森県,65～69歳,16.88,11.48,214.04
2013,02,青森県,70歳～,19.1,15.69,244.89
2013,03,岩手県,年齢計,22.66,48.34,320.26
2013,03,岩手県,～19歳,14.65,5.36,181.16
2013,03,岩手県,20～24歳,16.95,24.36,227.76
2013,03,岩手県,25～29歳,18.63,37.56,261.12
2013,03,岩手県,30～34歳,20.53,43.71,290.07
2013,03,岩手県,35～39歳,22.42,53.31,322.35
2013,03,岩手県,40～44歳,23.86,56.26,342.58
2013,03,岩手県,45～49歳,26.6,63.18,382.38
2013,03,岩手県,50～54歳,26.69,66.92,387.2
2013,03,岩手県,55～59歳,26.08,57.62,370.58
2013,03,岩手県,60～64歳,19.68,23.91,260.07
2013,03,岩手県,65～69歳,22.31,13.44,281.16
2013,03,岩手県,70歳～,19.73,12.53,249.29
2013,04,宮城県,年齢計,26.76,65.24,386.36
2013,04,宮城県,～19歳,15.13,7.44,189
2013,04,宮城県,20～24歳,18.27,25.66,244.9
2013,04,宮城県,25～29歳,20.57,41.15,287.99
2013,04,宮城県,30～34歳,23.5,49.97,331.97
2013,04,宮城県,35～39歳,26.56,66.16,384.88
2013,04,宮城県,40～44歳,29.34,84.36,436.44
2013,04,宮城県,45～49歳,31.52,88.87,467.11
2013,04,宮城県,50～54歳,33.46,91.67,493.19
